,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,8.208516319311547,2.164488359023089,1.9597839278258513,5.452416857656482,0.9308509683532666,-1.2021759530609708,-1.2393699666856826,-1.5557277285752142,-1.8151473870745978,-1.1250349861240936,0.3127860891564692,-0.33411377842632983,0.2520762653310895,0.16236546261954246,0.49878327063485917,-0.1615220185460111,-0.03000224950392813
1,8.671891850774974,3.8546266139422984,4.107207994974054,5.079574726013096,0.41148015819669465,-0.12016116601846022,-0.8801891217389405,-0.8999858588015951,-0.39054505930267136,-1.8050247853098356,-0.6568631614406476,-0.14363856911699074,-0.011878756223792444,-0.5273017646489179,0.6191813382479905,-0.0374835456373852,0.13467025230819524
2,9.11116886475962,4.519140266661761,7.528251584962156,3.4645429104833956,-0.04916524025106135,1.2193848150656519,-0.2681731219752126,-0.18727963805717945,-0.45755385720887204,-2.178655382042729,-0.41993238758513285,0.12598839306868492,-0.8601935833306027,-0.24178411402378508,0.49033195666415624,0.5910109572245945,0.2689742832603086
3,4.109261176912638,-0.5623409080469146,-1.2531377877454775,-0.6676661518149056,0.0033492292485550195,-0.9655389739953819,-0.348339066510539,0.1932310857339581,-0.5752099790305811,-0.1030538828756294,-0.6321555088364995,0.1205503330519629,0.26602143508637693,0.1032146307584577,-0.4096191065071999,0.16563549209826697,0.007759686024967
4,4.057254619246285,-2.272708675887309,-0.5760596983070329,0.9622915608686077,-0.18362423204402745,-0.4933629112620832,0.4114771841118822,0.25003231313898944,-0.10987503277381346,-0.20871892475690643,-0.30517588928244027,0.3018486354721861,-0.3227402330259275,0.24917197039810252,-0.22400523722155197,0.15400367454009772,-0.032763573269884355
5,4.665470484868188,-1.5495896729617158,-0.4053737719271305,0.26321497574094904,0.014005713418044678,-0.7495113441875911,0.07895894850778834,-0.6549246225019641,-0.024852397216086775,0.09743140374947148,0.13957066446623148,-0.02809711029815144,-0.4863876230554106,0.180708714433522,-0.22001336074200306,0.025582981818672197,-0.03491494537301384
6,3.2170147070281487,-1.9028149717967506,-0.23408387442680545,0.47453834614174256,-0.028042676147466163,-0.7614900006520222,0.08835214022565502,-0.23187028088622982,-0.20149559918139223,0.3036596572530955,-0.8620338278385759,0.4684086638065047,0.3864159910270999,0.09321632676516434,-0.3615985325072288,0.08829332787480562,0.06767328288380757
7,4.062504188367673,0.07667208900093249,-2.157135342993588,-1.5142211362608264,-2.007968855657304,-0.3535601098281443,-1.40863902288254,0.22908123276515663,1.7213487624521822,0.5132601501569038,-0.48496966881908904,-0.4622761075949777,-0.6779964505521413,0.24107098036961735,-0.21620760079485782,0.13462917487256512,0.10000146130285485
8,3.93487637600534,-1.5290358651072622,-0.9487488414592273,-0.308547287792886,-0.31830242419641186,-0.8734719133075947,-0.16872129583226103,-1.0957474038159447,0.0762883254695427,-1.085869849497493,-0.2992881545799156,0.07971629727576678,-0.3942219364495304,0.3600907319097131,-0.18696868893175136,0.14878843427140795,-0.01400130601125565
9,4.6758517950940695,-1.9384486059659105,-0.21751196481831514,1.020592664503937,0.02857073579683806,-1.004562437132547,0.3103111426127324,-0.2389874034249584,-0.3266298555498604,1.096581636221863,-0.6546354606737503,0.23849983352923992,-0.07575547766959631,0.19138687765635798,-0.299891655828626,0.17358346544805123,0.0916807477320654
10,3.815811339578824,-0.19424668401542897,-2.004415030310784,-0.6655055747751989,-2.7749616717783954,-0.4147971120827708,-1.8464155475940482,-0.061360487293756344,2.245492638789678,1.0793020415205656,-0.8614109496738096,-0.5098509366206421,0.2446775787031357,-0.10535623553927069,-0.3055977869185069,0.15713383259111585,-0.018486537813179535
